 ** NVTX Range Summary (nvtx_sum):

 Time (%)  Total Time (ns)  Instances      Avg (ns)           Med (ns)          Min (ns)         Max (ns)        StdDev (ns)      Style           Range        
 --------  ---------------  ---------  -----------------  -----------------  ---------------  ---------------  ----------------  -------  ---------------------
     32.3  154,071,248,802          1  154,071,248,802.0  154,071,248,802.0  154,071,248,802  154,071,248,802               0.0  PushPop  :train               
     29.5  140,533,688,328         20    7,026,684,416.4    1,301,481,440.5      391,971,018  116,515,887,052  25,771,938,735.0  PushPop  :gradient calc       
      9.8   46,501,234,824         45    1,033,360,773.9       88,814,101.0       34,726,950   28,871,400,577   4,265,733,316.0  PushPop  :loss-fwd            
      5.2   24,999,218,330         45      555,538,185.1       88,138,497.0       34,025,336    7,533,711,493   1,142,952,837.2  PushPop  :m-transformer       
      4.6   21,722,463,375        180      120,680,352.1        1,494,258.0          820,374    5,973,598,408     495,040,242.1  PushPop  :tf-attn             
      4.5   21,468,673,076         45      477,081,623.9          234,578.0          153,979   21,335,397,481   3,180,084,347.7  PushPop  :m-embedding         
      2.9   13,929,899,636          1   13,929,899,636.0   13,929,899,636.0   13,929,899,636   13,929,899,636               0.0  PushPop  :data rank           
      1.8    8,679,153,799          1    8,679,153,799.0    8,679,153,799.0    8,679,153,799    8,679,153,799               0.0  PushPop  :test                
      1.6    7,842,882,129         45      174,286,269.5       24,083,894.0        1,006,602    5,874,380,401     869,621,860.5  PushPop  :loss-find masks     
      1.5    6,938,246,349         20      346,912,317.4       81,142,671.0       78,502,579    5,122,068,056   1,125,663,404.6  PushPop  :recalc loss         
      1.3    6,400,876,750         20      320,043,837.5        8,155,215.0        7,994,895    6,245,105,019   1,394,614,700.7  PushPop  :update              
      1.2    5,800,765,615          1    5,800,765,615.0    5,800,765,615.0    5,800,765,615    5,800,765,615               0.0  PushPop  :data load           
      1.2    5,643,047,899          5    1,128,609,579.8        7,223,865.0        6,576,979    5,614,582,331   2,507,735,026.1  PushPop  :onecold             
      0.9    4,422,780,973         45       98,284,021.6          659,236.0          257,838    4,319,321,699     643,632,880.0  PushPop  :loss-crossentropy   
      0.6    2,887,746,363        180       16,043,035.3          380,897.5          196,126    1,262,865,415     123,283,737.2  PushPop  :tf-mlp              
      0.4    2,104,831,808          5      420,966,361.6      261,570,856.0      191,986,740    1,126,792,248     395,732,899.3  PushPop  :get ranks/errors    
      0.2      823,860,429         45       18,308,009.5           67,825.0           49,720      810,691,884     120,815,636.6  PushPop  :loss-onehotbatch    
      0.1      479,182,198          1      479,182,198.0      479,182,198.0      479,182,198      479,182,198               0.0  PushPop  :split/mask          
      0.1      448,547,928          5       89,709,585.6       96,165,899.0       59,445,776      110,550,352      19,315,803.5  PushPop  :loss calc           
      0.1      429,380,241          5       85,876,048.2          180,251.0          153,570      428,691,047     191,639,410.6  PushPop  :find indices        
      0.1      326,808,284        180        1,815,601.6          439,796.0          286,944      232,959,989      17,328,409.3  PushPop  :tf-drop/norm        
      0.0      160,193,040         25        6,407,721.6          312,410.0          225,002      151,536,782      30,235,459.0  PushPop  :cpu to gpu          
      0.0       59,934,239        180          332,968.0           60,536.0           48,822       46,812,074       3,485,032.2  PushPop  :tf-reshape bkw/resid
      0.0       44,970,833          5        8,994,166.6        2,255,444.0        1,803,277       31,171,515      12,617,256.6  PushPop  :gpu to cpu          
      0.0       32,565,668         45          723,681.5          704,962.0          440,893        2,226,150         334,038.1  PushPop  :m-classifier        
      0.0          246,841        180            1,371.3              964.5              575           30,131           3,090.0  PushPop  :tf-reshape fwd      
      0.0           94,014         45            2,089.2              823.0              556           28,571           5,715.5  PushPop  :loss-reshape        

Processing [out/nsight/rtf_report.sqlite] with [/opt/nvidia/nsight-systems/2024.5.1/host-linux-x64/reports/osrt_sum.py]... 

 ** OS Runtime Summary (osrt_sum):

 Time (%)  Total Time (ns)  Num Calls      Avg (ns)         Med (ns)      Min (ns)     Max (ns)        StdDev (ns)              Name         
      0.0        1,629,993        560       2,910.7       2,432.0       2,208       6,976        975.2  _Z3_3515CuKernelContext13CuDeviceArrayI7Float32Ll2ELl1EE11BroadcastedI12CuArrayStyleILl2E12DeviceMe…
      0.0        1,600,661        405       3,952.2       3,905.0       3,232       4,640        222.6  _Z3_3515CuKernelContext13CuDeviceArrayI7Float32Ll3ELl1EE11BroadcastedI12CuArrayStyleILl3E12DeviceMe…
      0.0        1,545,767        360       4,293.8       4,256.0       3,392       5,536        317.2  _Z3_3515CuKernelContext13CuDeviceArrayI7Float32Ll3ELl1EE11BroadcastedI12CuArrayStyleILl3E12DeviceMe…
      0.0        1,477,663         20      73,883.1      75,699.5       5,888      92,612     16,823.0  _Z3_3515CuKernelContext13CuDeviceArrayI7Float32Ll2ELl1EE11BroadcastedI12CuArrayStyleILl2E12DeviceMe…
      0.0          981,547        110       8,923.2       8,832.0       5,920      10,976        826.7  partial_scan(add_sum, CuDeviceArray<Int64, (long)1, (long)1>, CuDeviceArray<Bool, (long)1, (long)1>…
      0.0          926,216        560       1,654.0       1,600.0       1,536       4,832        199.5  _Z3_3415CuKernelContext13CuDeviceArrayI7Float32Ll1ELl1EE11BroadcastedI12CuArrayStyleILl1E12DeviceMe…
      0.0          757,539        560       1,352.7       1,312.0       1,216       6,240        233.1  _Z3_3415CuKernelContext13CuDeviceArrayI7Float32Ll1ELl1EE11BroadcastedI12CuArrayStyleILl1E12DeviceMe…
      0.0          754,980        180       4,194.3       4,192.0       3,232       5,793        308.0  _Z3_3515CuKernelContext13CuDeviceArrayI7Float32Ll3ELl1EE11BroadcastedI12CuArrayStyleILl3E12DeviceMe…
      0.0          742,112        560       1,325.2       1,312.0       1,215       1,856         98.1  _Z3_3415CuKernelContext13CuDeviceArrayI7Float32Ll1ELl1EE11BroadcastedI12CuArrayStyleILl1E12DeviceMe…
      0.0          719,178        180       3,995.4       4,000.0       3,232       4,640        225.0  _Z3_3515CuKernelContext13CuDeviceArrayI7Float32Ll3ELl1EE11BroadcastedI12CuArrayStyleILl3E12DeviceMe…
      0.0          678,269         18      37,681.6      37,889.5      34,913      38,178        755.5  _Z22partial_mapreduce_grid8identity7add_sum7Float3216CartesianIndicesILl3E5TupleI5OneToI5Int64ES4_I…
      0.0          456,753         86       5,311.1       6,208.5       3,136       8,033      1,738.9  partial_mapreduce_grid(identity, _, Bool, CartesianIndices<(long)2, Tuple<OneTo<Int64>, OneTo<Int64…
      0.0          380,818        110       3,462.0       3,616.0       1,760       4,416        434.0  scan                                                                                                
      0.0          374,421         90       4,160.2       4,368.5       2,464       5,664        759.4  partial_mapreduce_grid(identity, _, Bool, CartesianIndices<(long)1, Tuple<OneTo<Int64>>>, Cartesian…
      0.0          334,609         80       4,182.6       4,160.0       3,873       4,800        151.8  void reduce_1Block_kernel<float, (int)128, (int)7, cublasGemvTensorStridedBatched<float>, cublasGem…
      0.0          320,011          9      35,556.8      35,809.0      32,577      36,193      1,136.1  partial_mapreduce_grid(identity, add_sum, Float32, CartesianIndices<(long)3, Tuple<OneTo<Int64>, On…
      0.0          256,135        110       2,328.5       2,336.0       1,344       3,072        272.6  aggregate_partial_scan(add_sum, CuDeviceArray<Int64, (long)1, (long)1>, CuDeviceArray<Int64, (long)…
      0.0          178,604        110       1,623.7       1,664.0       1,280       2,048        156.6  findall                                                                                             
      0.0          163,017         65       2,508.0       2,753.0       1,568       3,297        488.3  _Z3_3515CuKernelContext13CuDeviceArrayI7Float32Ll2ELl1EE11BroadcastedI12CuArrayStyleILl2E12DeviceMe…
      0.0          147,972        110       1,345.2       1,344.0       1,119       1,760        179.4  linear_copy_kernel_(CuKernelContext, CuDeviceArray<Int64, (long)1, (long)1>, Int64, SubArray<Int64,…
      0.0          137,349        110       1,248.6       1,216.0         960       1,632        110.4  _6(CuKernelContext, CuDeviceArray<Int64, (long)1, (long)1>, Int64)                                  
      0.0          135,361         90       1,504.0       1,535.5       1,184       1,856        131.2  _34(CuKernelContext, CuDeviceArray<Bool, (long)1, (long)1>, Broadcasted<CuArrayStyle<(long)1, Devic…
      0.0          118,433         20       5,921.6       5,920.0       5,696       6,176        115.9  _Z3_3515CuKernelContext8SubArrayI7Float32Ll2E13CuDeviceArrayIS1_Ll2ELl1EE5TupleI5SliceI5OneToI5Int6…
      0.0           84,355         45       1,874.6       1,888.0       1,472       2,272        170.8  getindex_kernel(CuKernelContext, CuDeviceArray<Int64, (long)1, (long)1>, CuDeviceArray<Int64, (long…
      0.0           77,826         45       1,729.5       1,696.0       1,536       2,048         97.4  _34(CuKernelContext, CuDeviceArray<UInt32, (long)1, (long)1>, Broadcasted<CuArrayStyle<(long)1, Dev…
      0.0           77,315         25       3,092.6       3,136.0       1,920       3,488        289.0  _34(CuKernelContext, CuDeviceArray<Bool, (long)1, (long)1>, Broadcasted<CuArrayStyle<(long)1, Devic…
      0.0           61,571         20       3,078.6       3,136.5       1,856       3,424        306.4  _34(CuKernelContext, CuDeviceArray<Bool, (long)1, (long)1>, Broadcasted<CuArrayStyle<(long)1, Devic…
      0.0           31,428         20       1,571.4       1,472.0       1,440       1,953        159.9  _Z3_3515CuKernelContext13CuDeviceArrayI7Float32Ll2ELl1EE11BroadcastedI12CuArrayStyleILl2E12DeviceMe…
      0.0           18,624          5       3,724.8       3,776.0       3,040       4,128        408.9  _Z3_3515CuKernelContext13CuDeviceArrayI14CartesianIndexILl2EELl2ELl1EE11BroadcastedI12CuArrayStyleI…
      0.0           14,944          5       2,988.8       3,040.0       2,464       3,328        322.1  _Z3_3515CuKernelContext13CuDeviceArrayI7Float32Ll2ELl1EE11BroadcastedI12CuArrayStyleILl2E12DeviceMe…
      0.0            8,609          5       1,721.8       1,728.0       1,600       1,888        107.1  _34(CuKernelContext, CuDeviceArray<Int64, (long)1, (long)1>, Broadcasted<CuArrayStyle<(long)1, Devi…

Processing [out/nsight/rtf_report.sqlite] with [/opt/nvidia/nsight-systems/2024.5.1/host-linux-x64/reports/cuda_gpu_mem_time_sum.py]... 

 ** CUDA GPU MemOps Summary (by Time) (cuda_gpu_mem_time_sum):

 Time (%)  Total Time (ns)  Count   Avg (ns)    Med (ns)  Min (ns)   Max (ns)    StdDev (ns)             Operation           
 --------  ---------------  -----  -----------  --------  --------  -----------  ------------  ------------------------------
     85.1    2,482,076,436    585  4,242,865.7   1,120.0       960  128,339,812  22,506,023.9  [CUDA memcpy Device-to-Host]  
     14.7      427,715,485    126  3,394,567.3  28,961.0       320   22,837,115   8,029,265.1  [CUDA memcpy Host-to-Device]  
      0.3        7,382,942    173     42,676.0   1,568.0       928      378,192     116,627.0  [CUDA memset]                 
      0.0            3,456      1      3,456.0   3,456.0     3,456        3,456           0.0  [CUDA memcpy Device-to-Device]

Processing [out/nsight/rtf_report.sqlite] with [/opt/nvidia/nsight-systems/2024.5.1/host-linux-x64/reports/cuda_gpu_mem_size_sum.py]... 

 ** CUDA GPU MemOps Summary (by Size) (cuda_gpu_mem_size_sum):

 Total (MB)  Count  Avg (MB)  Med (MB)  Min (MB)  Max (MB)  StdDev (MB)            Operation           
 ----------  -----  --------  --------  --------  --------  -----------  ------------------------------
  3,449.764    585     5.897     0.000     0.000   160.854       28.592  [CUDA memcpy Device-to-Host]  
  3,091.328    173    17.869     0.066     0.001   160.854       50.373  [CUDA memset]                 
  3,083.229    126    24.470     0.329     0.001   160.854       57.704  [CUDA memcpy Host-to-Device]  
      0.502      1     0.502     0.502     0.502     0.502        0.000  [CUDA memcpy Device-to-Device]

Processing [out/nsight/rtf_report.sqlite] with [/opt/nvidia/nsight-systems/2024.5.1/host-linux-x64/reports/openmp_sum.py]... 
SKIPPED: out/nsight/rtf_report.sqlite does not contain OpenMP event data.

Processing [out/nsight/rtf_report.sqlite] with [/opt/nvidia/nsight-systems/2024.5.1/host-linux-x64/reports/opengl_khr_range_sum.py]... 
SKIPPED: out/nsight/rtf_report.sqlite does not contain KHR Extension (KHR_DEBUG) data.

Processing [out/nsight/rtf_report.sqlite] with [/opt/nvidia/nsight-systems/2024.5.1/host-linux-x64/reports/opengl_khr_gpu_range_sum.py]... 
SKIPPED: out/nsight/rtf_report.sqlite does not contain GPU KHR Extension (KHR_DEBUG) data.

Processing [out/nsight/rtf_report.sqlite] with [/opt/nvidia/nsight-systems/2024.5.1/host-linux-x64/reports/vulkan_marker_sum.py]... 
SKIPPED: out/nsight/rtf_report.sqlite does not contain Vulkan Debug Extension (Vulkan Debug Util) data.

Processing [out/nsight/rtf_report.sqlite] with [/opt/nvidia/nsight-systems/2024.5.1/host-linux-x64/reports/vulkan_gpu_marker_sum.py]... 
SKIPPED: out/nsight/rtf_report.sqlite does not contain GPU Vulkan Debug Extension (GPU Vulkan Debug markers) data.

Processing [out/nsight/rtf_report.sqlite] with [/opt/nvidia/nsight-systems/2024.5.1/host-linux-x64/reports/dx11_pix_sum.py]... 
SKIPPED: out/nsight/rtf_report.sqlite does not contain DX11 CPU debug markers.

Processing [out/nsight/rtf_report.sqlite] with [/opt/nvidia/nsight-systems/2024.5.1/host-linux-x64/reports/dx12_gpu_marker_sum.py]... 
SKIPPED: out/nsight/rtf_report.sqlite does not contain DX12 GPU debug markers.

Processing [out/nsight/rtf_report.sqlite] with [/opt/nvidia/nsight-systems/2024.5.1/host-linux-x64/reports/dx12_pix_sum.py]... 
SKIPPED: out/nsight/rtf_report.sqlite does not contain DX12 CPU debug markers.

Processing [out/nsight/rtf_report.sqlite] with [/opt/nvidia/nsight-systems/2024.5.1/host-linux-x64/reports/wddm_queue_sum.py]... 
SKIPPED: out/nsight/rtf_report.sqlite does not contain WDDM context data.

Processing [out/nsight/rtf_report.sqlite] with [/opt/nvidia/nsight-systems/2024.5.1/host-linux-x64/reports/um_sum.py]... 
SKIPPED: out/nsight/rtf_report.sqlite does not contain CUDA Unified Memory CPU page faults data.

Processing [out/nsight/rtf_report.sqlite] with [/opt/nvidia/nsight-systems/2024.5.1/host-linux-x64/reports/um_total_sum.py]... 
SKIPPED: out/nsight/rtf_report.sqlite does not contain CUDA Unified Memory CPU page faults data.

Processing [out/nsight/rtf_report.sqlite] with [/opt/nvidia/nsight-systems/2024.5.1/host-linux-x64/reports/um_cpu_page_faults_sum.py]... 
SKIPPED: out/nsight/rtf_report.sqlite does not contain CUDA Unified Memory CPU page faults data.

Processing [out/nsight/rtf_report.sqlite] with [/opt/nvidia/nsight-systems/2024.5.1/host-linux-x64/reports/openacc_sum.py]... 
SKIPPED: out/nsight/rtf_report.sqlite does not contain OpenACC event data.

Processing [out/nsight/rtf_report.sqlite] with [/opt/nvidia/nsight-systems/2024.5.1/host-linux-x64/reports/syscall_sum.py]... 
SKIPPED: out/nsight/rtf_report.sqlite does not contain syscall data.

[chans@kraken lincsv3]$ nsys analyze out/nsight/rtf_report.nsys-rep

NOTICE: Existing SQLite export found: out/nsight/rtf_report.sqlite
        It is assumed file was previously exported from: out/nsight/rtf_report.nsys-rep
        Consider using --force-export=true if needed.

Processing [out/nsight/rtf_report.sqlite] with [/opt/nvidia/nsight-systems/2024.5.1/host-linux-x64/rules/cuda_memcpy_async.py]... 

 ** CUDA Async Memcpy with Pageable Memory (cuda_memcpy_async):

The following APIs use PAGEABLE memory which causes asynchronous CUDA memcpy
operations to block and be executed synchronously. This leads to low GPU
utilization.

Suggestion: If applicable, use PINNED memory instead.

 Duration (ns)    Start (ns)     Src Kind  Dst Kind  Bytes (MB)    PID    Device ID  Context ID  Green Context ID  Stream ID        API Name       
 -------------  ---------------  --------  --------  ----------  -------  ---------  ----------  ----------------  ---------  ---------------------
         1,568  175,777,740,966  Device    Pageable       0.000  295,800          0           1                           14  cudaMemcpyAsync_v3020
         1,536  178,331,028,953  Device    Pageable       0.000  295,800          0           1                           14  cudaMemcpyAsync_v3020
         1,408  205,288,798,844  Device    Pageable       0.000  295,800          0           1                           14  cudaMemcpyAsync_v3020
         1,312  194,156,598,083  Device    Pageable       0.000  295,800          0           1                           14  cudaMemcpyAsync_v3020
         1,280  178,444,417,259  Device    Pageable       0.000  295,800          0           1                           14  cudaMemcpyAsync_v3020
         1,249  198,331,029,284  Device    Pageable       0.000  295,800          0           1                           14  cudaMemcpyAsync_v3020
         1,217  196,940,151,930  Device    Pageable       0.000  295,800          0           1                           14  cudaMemcpyAsync_v3020
         1,217  206,679,018,898  Device    Pageable       0.000  295,800          0           1                           14  cudaMemcpyAsync_v3020
         1,217  208,069,205,201  Device    Pageable       0.000  295,800          0           1                           14  cudaMemcpyAsync_v3020
         1,217  209,459,703,824  Device    Pageable       0.000  295,800          0           1                           14  cudaMemcpyAsync_v3020
         1,216  195,549,862,405  Device    Pageable       0.000  295,800          0           1                           14  cudaMemcpyAsync_v3020
         1,216  199,718,396,235  Device    Pageable       0.000  295,800          0           1                           14  cudaMemcpyAsync_v3020
         1,216  201,111,667,884  Device    Pageable       0.000  295,800          0           1                           14  cudaMemcpyAsync_v3020
         1,216  202,503,218,149  Device    Pageable       0.000  295,800          0           1                           14  cudaMemcpyAsync_v3020
         1,216  203,897,089,864  Device    Pageable       0.000  295,800          0           1                           14  cudaMemcpyAsync_v3020
         1,216  210,849,966,900  Device    Pageable       0.000  295,800          0           1                           14  cudaMemcpyAsync_v3020
         1,216  212,242,091,784  Device    Pageable       0.000  295,800          0           1                           14  cudaMemcpyAsync_v3020
         1,216  213,642,994,727  Device    Pageable       0.000  295,800          0           1                           14  cudaMemcpyAsync_v3020
         1,216  215,032,471,380  Device    Pageable       0.000  295,800          0           1                           14  cudaMemcpyAsync_v3020
         1,216  216,423,789,265  Device    Pageable       0.000  295,800          0           1                           14  cudaMemcpyAsync_v3020
         1,216  217,817,594,569  Device    Pageable       0.000  295,800          0           1                           14  cudaMemcpyAsync_v3020
         1,119  209,609,007,443  Device    Pageable       0.000  295,800          0           1                           14  cudaMemcpyAsync_v3020
         1,024  194,234,328,158  Device    Pageable       0.000  295,800          0           1                           14  cudaMemcpyAsync_v3020
         1,024  194,310,128,935  Device    Pageable       0.000  295,800          0           1                           14  cudaMemcpyAsync_v3020
         1,024  194,385,956,303  Device    Pageable       0.000  295,800          0           1                           14  cudaMemcpyAsync_v3020
         1,024  197,014,208,761  Device    Pageable       0.000  295,800          0           1                           14  cudaMemcpyAsync_v3020
         1,024  197,090,671,072  Device    Pageable       0.000  295,800          0           1                           14  cudaMemcpyAsync_v3020
         1,024  206,904,857,546  Device    Pageable       0.000  295,800          0           1                           14  cudaMemcpyAsync_v3020
         1,024  218,042,319,061  Device    Pageable       0.000  295,800          0           1                           14  cudaMemcpyAsync_v3020
         1,024  218,512,873,568  Device    Pageable       0.000  295,800          0           1                           14  cudaMemcpyAsync_v3020
         1,023  178,540,140,805  Device    Pageable       0.000  295,800          0           1                           14  cudaMemcpyAsync_v3020
           993  217,966,632,932  Device    Pageable       0.000  295,800          0           1                           14  cudaMemcpyAsync_v3020
           992  195,624,063,623  Device    Pageable       0.000  295,800          0           1                           14  cudaMemcpyAsync_v3020
           992  195,699,707,720  Device    Pageable       0.000  295,800          0           1                           14  cudaMemcpyAsync_v3020
           992  195,775,389,706  Device    Pageable       0.000  295,800          0           1                           14  cudaMemcpyAsync_v3020
           992  197,166,915,229  Device    Pageable       0.000  295,800          0           1                           14  cudaMemcpyAsync_v3020
           992  198,405,023,650  Device    Pageable       0.000  295,800          0           1                           14  cudaMemcpyAsync_v3020
           992  198,480,598,115  Device    Pageable       0.000  295,800          0           1                           14  cudaMemcpyAsync_v3020
           992  198,555,960,603  Device    Pageable       0.000  295,800          0           1                           14  cudaMemcpyAsync_v3020
           992  199,793,595,900  Device    Pageable       0.000  295,800          0           1                           14  cudaMemcpyAsync_v3020
           992  199,868,838,575  Device    Pageable       0.000  295,800          0           1                           14  cudaMemcpyAsync_v3020
           992  199,944,440,690  Device    Pageable       0.000  295,800          0           1                           14  cudaMemcpyAsync_v3020
           992  201,185,789,203  Device    Pageable       0.000  295,800          0           1                           14  cudaMemcpyAsync_v3020
           992  201,260,448,211  Device    Pageable       0.000  295,800          0           1                           14  cudaMemcpyAsync_v3020
           992  201,335,594,631  Device    Pageable       0.000  295,800          0           1                           14  cudaMemcpyAsync_v3020
           992  202,577,188,963  Device    Pageable       0.000  295,800          0           1                           14  cudaMemcpyAsync_v3020
           992  202,654,005,596  Device    Pageable       0.000  295,800          0           1                           14  cudaMemcpyAsync_v3020
           992  202,731,361,900  Device    Pageable       0.000  295,800          0           1                           14  cudaMemcpyAsync_v3020
           992  203,971,651,519  Device    Pageable       0.000  295,800          0           1                           14  cudaMemcpyAsync_v3020
           992  204,048,512,218  Device    Pageable       0.000  295,800          0           1                           14  cudaMemcpyAsync_v3020

Only the top 50 results are displayed. More data may be available.


Processing [out/nsight/rtf_report.sqlite] with [/opt/nvidia/nsight-systems/2024.5.1/host-linux-x64/rules/cuda_memcpy_sync.py]... 

 ** CUDA Synchronous Memcpy (cuda_memcpy_sync):

There were no problems detected related to synchronous memcpy operations.

Processing [out/nsight/rtf_report.sqlite] with [/opt/nvidia/nsight-systems/2024.5.1/host-linux-x64/rules/cuda_memset_sync.py]... 

 ** CUDA Synchronous Memset (cuda_memset_sync):

There were no problems detected related to synchronization APIs.

Processing [out/nsight/rtf_report.sqlite] with [/opt/nvidia/nsight-systems/2024.5.1/host-linux-x64/rules/cuda_api_sync.py]... 

 ** CUDA Synchronization APIs (cuda_api_sync):

The following are synchronization APIs that block the host until all issued
CUDA calls are complete.

Suggestions:
   1. Avoid excessive use of synchronization.
   2. Use asynchronous CUDA event calls, such as cudaStreamWaitEvent() and
cudaEventSynchronize(), to prevent host synchronization.

 Duration (ns)    Start (ns)       PID      TID             API Name          
 -------------  ---------------  -------  -------  ---------------------------
        19,839  198,405,064,400  295,800  295,800  cudaStreamSynchronize_v3020
        18,890  217,966,685,953  295,800  295,800  cudaStreamSynchronize_v3020
        18,516  213,717,456,153  295,800  295,800  cudaStreamSynchronize_v3020
        12,955  175,777,756,874  295,800  295,800  cudaStreamSynchronize_v3020
        12,798  194,234,370,688  295,800  295,800  cudaStreamSynchronize_v3020
        11,513  202,577,238,845  295,800  295,800  cudaStreamSynchronize_v3020
        11,402  215,032,517,244  295,800  295,800  cudaStreamSynchronize_v3020
        11,395  201,260,503,761  295,800  295,800  cudaStreamSynchronize_v3020
        11,009  213,643,040,300  295,800  295,800  cudaStreamSynchronize_v3020
        10,653  209,459,746,076  295,800  295,800  cudaStreamSynchronize_v3020
        10,150  205,362,588,676  295,800  295,800  cudaStreamSynchronize_v3020
         9,459  199,718,438,461  295,800  295,800  cudaStreamSynchronize_v3020
         9,439  194,310,172,855  295,800  295,800  cudaStreamSynchronize_v3020
         9,408  195,699,751,048  295,800  295,800  cudaStreamSynchronize_v3020
         9,388  212,468,694,611  295,800  295,800  cudaStreamSynchronize_v3020
         9,344  218,519,387,923  295,800  295,800  cudaStreamSynchronize_v3020
         9,272  198,556,007,174  295,800  295,800  cudaStreamSynchronize_v3020
         9,222  199,944,484,462  295,800  295,800  cudaStreamSynchronize_v3020
         9,201  196,940,194,811  295,800  295,800  cudaStreamSynchronize_v3020
         9,105  208,295,552,472  295,800  295,800  cudaStreamSynchronize_v3020
         9,086  206,679,064,562  295,800  295,800  cudaStreamSynchronize_v3020
         9,009  213,869,354,626  295,800  295,800  cudaStreamSynchronize_v3020
         8,975  203,897,136,992  295,800  295,800  cudaStreamSynchronize_v3020
         8,925  206,904,905,929  295,800  295,800  cudaStreamSynchronize_v3020
         8,875  202,654,052,628  295,800  295,800  cudaStreamSynchronize_v3020
         8,849  178,331,080,737  295,800  295,800  cudaStreamSynchronize_v3020
         8,814  201,111,721,287  295,800  295,800  cudaStreamSynchronize_v3020
         8,730  197,090,720,414  295,800  295,800  cudaStreamSynchronize_v3020
         8,712  213,793,718,988  295,800  295,800  cudaStreamSynchronize_v3020
         8,707  178,444,459,681  295,800  295,800  cudaStreamSynchronize_v3020
         8,700  201,185,831,319  295,800  295,800  cudaStreamSynchronize_v3020
         8,672  211,000,611,295  295,800  295,800  cudaStreamSynchronize_v3020
         8,600  197,014,253,003  295,800  295,800  cudaStreamSynchronize_v3020
         8,588  201,335,639,803  295,800  295,800  cudaStreamSynchronize_v3020
         8,579  216,574,177,526  295,800  295,800  cudaStreamSynchronize_v3020
         8,575  195,549,903,681  295,800  295,800  cudaStreamSynchronize_v3020
         8,550  206,828,390,976  295,800  295,800  cudaStreamSynchronize_v3020
         8,550  210,924,400,588  295,800  295,800  cudaStreamSynchronize_v3020
         8,545  217,891,229,235  295,800  295,800  cudaStreamSynchronize_v3020
         8,500  208,069,246,697  295,800  295,800  cudaStreamSynchronize_v3020
         8,430  195,775,431,053  295,800  295,800  cudaStreamSynchronize_v3020
         8,424  197,166,958,360  295,800  295,800  cudaStreamSynchronize_v3020
         8,368  203,971,698,704  295,800  295,800  cudaStreamSynchronize_v3020
         8,347  216,497,956,424  295,800  295,800  cudaStreamSynchronize_v3020
         8,331  212,242,132,312  295,800  295,800  cudaStreamSynchronize_v3020
         8,328  210,850,009,389  295,800  295,800  cudaStreamSynchronize_v3020
         8,316  198,480,639,196  295,800  295,800  cudaStreamSynchronize_v3020
         8,268  205,514,507,590  295,800  295,800  cudaStreamSynchronize_v3020
         8,231  199,868,892,913  295,800  295,800  cudaStreamSynchronize_v3020
         8,231  211,075,460,497  295,800  295,800  cudaStreamSynchronize_v3020

Only the top 50 results are displayed. More data may be available.


Processing [out/nsight/rtf_report.sqlite] with [/opt/nvidia/nsight-systems/2024.5.1/host-linux-x64/rules/gpu_gaps.py]... 

 ** GPU Gaps (gpu_gaps):

The following are ranges where a GPU is idle for more than 500ms. Addressing
these gaps might improve application performance.

Suggestions:
   1. Use CPU sampling data, OS Runtime blocked state backtraces, and/or OS
Runtime APIs related to thread synchronization to understand if a sluggish or
blocked CPU is causing the gaps.
   2. Add NVTX annotations to CPU code to understand the reason behind the gaps.

 Row#  Duration (ns)     Start (ns)       PID    Device ID  Context ID
 ----  --------------  ---------------  -------  ---------  ----------
    1  64,407,253,978   64,982,762,815  295,800          0           1
    2  19,166,927,242   45,815,567,273  295,800          0           1
    3   4,165,088,586  219,143,105,624  295,800          0           1
    4   3,825,665,002  155,994,389,743  295,800          0           1
    5   3,382,408,489  181,223,950,794  295,800          0           1
    6   2,795,796,887  187,743,679,035  295,800          0           1
    7   2,795,583,872  150,655,377,432  295,800          0           1
    8   2,781,239,340  146,336,044,800  295,800          0           1
    9   2,577,171,899  160,388,491,543  295,800          0           1
   10   2,303,377,841  166,590,666,364  295,800          0           1
   11   2,134,357,606  175,799,482,509  295,800          0           1
   12   1,969,760,198  164,619,361,396  295,800          0           1
   13   1,904,761,492   40,927,060,117  295,800          0           1
   14   1,353,635,630  171,401,618,863  295,800          0           1
   15   1,218,827,921  129,997,985,082  295,800          0           1
   16   1,204,752,000  140,479,483,975  295,800          0           1
   17   1,098,054,959  225,088,565,737  295,800          0           1
   18   1,064,184,416  172,814,965,093  295,800          0           1
   19     918,578,995  223,308,813,661  295,800          0           1
   20     897,846,926  131,217,091,703  295,800          0           1
   21     894,242,685  173,884,635,761  295,800          0           1
   22     870,387,458  184,851,450,680  295,800          0           1
   23     861,471,912  142,197,936,467  295,800          0           1
   24     861,167,577  224,227,395,120  295,800          0           1
   25     842,599,221  170,558,860,691  295,800          0           1
   26     831,633,374  192,947,457,307  295,800          0           1
   27     825,669,979  143,798,418,204  295,800          0           1
   28     810,702,312  145,525,340,632  295,800          0           1
   29     786,789,196  186,019,329,817  295,800          0           1
   30     771,136,814   43,135,070,880  295,800          0           1
   31     758,370,085  139,721,110,626  295,800          0           1
   32     756,017,963  132,816,256,435  295,800          0           1
   33     741,794,178  178,558,765,606  295,800          0           1
   34     726,913,336  186,911,486,758  295,800          0           1
